structure_id,reward_final,source
gen_28,0.9748178124427795,topk
gen_35,0.7940726280212402,topk
gen_36,0.7869940400123596,topk
gen_12,0.7367643713951111,topk
gen_15,0.4976212680339813,topk
gen_25,0.4371829628944397,topk
gen_30,0.30132779479026794,topk
gen_26,0.2053338587284088,topk
gen_23,0.5721945762634277,replay
gen_48,0.3037836253643036,replay
gen_21,0.37427768111228943,replay
gen_20,0.9995327591896057,replay
gen_2,0.9992254972457886,replay
gen_22,0.947683572769165,replay
gen_40,0.8180661797523499,replay
gen_34,0.8285039067268372,replay
gen_10,0.8856315016746521,replay
gen_27,0.7848904132843018,replay
