structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy,composition_valid,structure_valid,structure_comp_valid,reference_name,is_unique,is_novel,stable,predicted_dielectric_scalar,predicted_tensor,volume,prediction_success,target_dielectric_scalar,abs_error,reward_raw,reward_final,gate_reason,reward_final_diversity,diversity_penalty
gen_1,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_1.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_1.cif,True,Na12 Hg8,Hg-Na,20,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_1_relaxed.cif,True,-21.520620346069336,True,True,True,TRI2024,True,True,True,6.991037875924598,"[[7.082138386737655, -0.1923681732630502, 0.30554466076750086], [-0.1923681732630502, 7.004493513931927, 0.38058387758904566], [0.30554466076750086, 0.38058387758904566, 6.886481727104214]]",578.380102255125,True,12.0,5.008962124075402,0.0434470338661185,0.043447033,,0.043447033,False
gen_11,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_11.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_11.cif,True,La3 Y5 Cd2,Cd-La-Y,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_11_relaxed.cif,True,-49.54346466064453,True,True,True,TRI2024,True,True,True,12.850260090978477,"[[12.89245837967491, -0.0018173676443524493, 0.001776128141060369], [-0.0018173676443524493, 12.759040207235024, -0.04345126338961302], [0.001776128141060369, -0.04345126338961302, 12.899281686025482]]",317.9932012924661,True,12.0,0.8502600909784768,0.9135951234825752,0.91359514,,0.91359514,False
gen_12,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_12.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_12.cif,True,La1 Pd4 Pt1,La-Pd-Pt,6,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_12_relaxed.cif,True,-35.35929107666016,True,True,True,TRI2024,True,True,True,26.691568072464825,"[[29.913034632372643, -0.004747501516692706, 0.011457061284508836], [-0.004747501516692706, 25.072119881154155, 0.02035667650857102], [0.011457061284508836, 0.02035667650857102, 25.089549703867682]]",114.32683778865191,True,12.0,14.691568072464824,1.9169771847332224e-12,1.9169772e-12,,1.9169772e-12,False
gen_14,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_14.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_14.cif,True,Nd4 Sm2 Cd4,Cd-Nd-Sm,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_14_relaxed.cif,True,-34.0800895690918,True,True,True,TRI2024,True,True,True,12.819636852704033,"[[12.090175753433192, 0.005563752750715107, 0.007330675544412039], [0.005563752750715107, 13.681019639988385, 0.8250970161606881], [0.007330675544412039, 0.8250970161606881, 12.687715164690507]]",295.90061081077016,True,12.0,0.8196368527040327,0.9194537168900712,0.91945374,,0.91945374,False
gen_17,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_17.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_17.cif,True,Sr2 Cd4 F12,Cd-F-Sr,18,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif,True,-79.34808349609375,True,True,True,TRI2024,True,True,True,2.7050929802788466,"[[2.719614740477321, -0.006308539545866589, 0.0006025943595580161], [-0.006308539545866589, 2.719652907643049, -0.00015726749638492557], [0.0006025943595580161, -0.00015726749638492557, 2.6760112927161677]]",265.8022340944552,True,12.0,9.294907019721151,2.041150055722856e-05,2.04115e-05,,2.04115e-05,False
gen_22,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_22.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_22.cif,True,Tb2 Pr3 Eu1 Y2,Eu-Pr-Tb-Y,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_22_relaxed.cif,True,-46.30977630615234,True,True,True,TRI2024,True,True,True,12.141732601560271,"[[12.227266977316964, 3.7973259815064066e-05, -0.0020136264037636754], [3.7973259815064066e-05, 12.161175656113642, 0.0003930729836162912], [-0.0020136264037636754, 0.0003930729836162912, 12.036755171250205]]",276.8110126666722,True,12.0,0.1417326015602711,0.997492133671193,0.99749213,,0.99749213,False
gen_23,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_23.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_23.cif,True,Sm2 Cd8 Rh4,Cd-Rh-Sm,14,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_23_relaxed.cif,True,-50.23567962646485,True,True,True,TRI2024,True,True,True,20.979650473679428,"[[24.786175509024453, -0.002261044103484722, 0.003949076304772832], [-0.002261044103484722, 19.07393183578668, -0.0010255463452987525], [0.003949076304772832, -0.0010255463452987525, 19.078844076227142]]",297.2735524945451,True,12.0,8.979650473679428,4.194021824832168e-05,4.1940217e-05,,4.1940217e-05,False
gen_27,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_27.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_27.cif,True,Cs2 K5 Na4,Cs-K-Na,11,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_27_relaxed.cif,True,-12.43932056427002,True,True,True,TRI2024,True,True,True,3.623680525144625,"[[3.663792093316335, -0.00012184714825957987, -0.00022600520881722468], [-0.00012184714825957987, 3.6439068661250404, -0.055402352677495506], [-0.00022600520881722468, -0.055402352677495506, 3.5633426159924992]]",698.1942773056505,True,12.0,8.376319474855375,0.000155270625408,0.00015527062,,0.00015527062,False
gen_28,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_28.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_28.cif,True,Tb4 Ce1 Pr3 Dy3 Tm1,Ce-Dy-Pr-Tb-Tm,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_28_relaxed.cif,True,-56.52912902832031,True,True,True,TRI2024,True,True,True,11.660501138729336,"[[11.746147210335591, 0.00032494717597435945, 9.150775635573037e-05], [0.00032494717597435945, 11.680232303253446, 0.04140470141509193], [9.150775635573037e-05, 0.04140470141509193, 11.555123902598973]]",393.04176791938494,True,12.0,0.3394988612706644,0.9856958558402892,0.98569584,,0.98569584,False
gen_29,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_29.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/input_cifs/gen_29.cif,True,Pr4 Al6 Au2,Al-Au-Pr,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0012/postprocess/relaxed/relaxed_cifs/gen_29_relaxed.cif,True,-55.71088409423828,True,True,True,TRI2024,True,True,True,18.21484342265376,"[[18.11045648926713, 0.006385181247669581, 0.0006136800712185345], [0.006385181247669581, 18.107949092041295, 0.002391223071923313], [0.0006136800712185345, 0.002391223071923313, 18.42612468665284]]",258.06550556548194,True,12.0,6.214843422653761,0.008002231441466,0.008002232,,0.008002232,False
