structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy,composition_valid,structure_valid,structure_comp_valid,reference_name,is_unique,is_novel,stable,predicted_dielectric_scalar,predicted_tensor,volume,prediction_success,target_dielectric_scalar,abs_error,reward_raw,reward_final,gate_reason,reward_final_diversity,diversity_penalty
gen_17,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_17.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_17.cif,True,Dy1 Cd4 Pd2,Cd-Dy-Pd,7,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif,True,-21.22647857666016,True,True,True,TRI2024,True,True,True,18.377440434570712,"[[18.093717993475337, 0.00023178867658516387, -0.0018679512583522787], [0.00023178867658516387, 18.274193181262863, -0.0007349683944487363], [-0.0018679512583522787, -0.0007349683944487363, 18.764410128973942]]",150.43643546758162,True,12.0,6.377440434570712,0.0061952753852623,0.0061952756,,0.0061952756,False
gen_18,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_18.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_18.cif,True,Tb4 Sn8 Pd6,Pd-Sn-Tb,18,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_18_relaxed.cif,True,-94.76057434082033,True,True,True,TRI2024,True,True,True,21.535653857715385,"[[22.19953680915141, 0.0004607666866459534, -0.0027385863753416778], [0.0004607666866459534, 22.17974003348866, 0.00487965481489767], [-0.0027385863753416778, 0.00487965481489767, 20.227684730506077]]",392.1591000349878,True,12.0,9.535653857715385,1.1581670814013664e-05,1.1581671e-05,,1.1581671e-05,False
gen_22,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_22.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_22.cif,True,Tb2 Tl4 Cd2 Hg10,Cd-Hg-Tb-Tl,18,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_22_relaxed.cif,True,-25.830219268798828,True,True,True,TRI2024,True,True,True,16.39185716577218,"[[17.08772753011274, 0.001843504795127576, -0.07265961518891964], [0.001843504795127576, 15.190238440917794, -0.005390141865999953], [-0.07265961518891964, -0.005390141865999953, 16.897605526285997]]",468.33681734721387,True,12.0,4.39185716577218,0.0897209329817841,0.089720935,,0.089720935,False
gen_28,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_28.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_28.cif,True,Pr1 In7,In-Pr,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_28_relaxed.cif,True,-25.752809524536133,True,True,True,TRI2024,True,True,True,16.555271374948983,"[[16.173635093842247, 0.0042614270074766685, 0.010714632643644424], [0.0042614270074766685, 16.290321480391732, -0.009641274799483292], [0.010714632643644424, -0.009641274799483292, 17.20185755061296]]",216.795517137982,True,12.0,4.555271374948983,0.0747345959325381,0.0747346,,0.0747346,False
gen_30,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_30.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_30.cif,True,Li7 Ca3 Au2,Au-Ca-Li,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_30_relaxed.cif,True,-28.683349609375,True,True,True,TRI2024,True,True,True,8.649086788420652,"[[10.883843122587185, 0.002293605907188357, 0.00034203397286853844], [0.002293605907188357, 7.8647118866669405, -0.0029312087705988467], [0.00034203397286853844, -0.0029312087705988467, 7.19870535600783]]",282.6337610560169,True,12.0,3.350913211579348,0.2457163593766154,0.24571636,,0.24571636,False
gen_34,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_34.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_34.cif,True,Y3 Er5 Tm2 Sc2,Er-Sc-Tm-Y,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_34_relaxed.cif,True,-63.560089111328125,True,True,True,TRI2024,True,True,True,12.188348711832925,"[[12.491743663087576, -0.0007411442383726972, 0.00017797355872246846], [-0.0007411442383726972, 11.91685861349346, 0.1599462848362138], [0.00017797355872246846, 0.1599462848362138, 12.156443858917726]]",361.1999369356945,True,12.0,0.1883487118329245,0.9955754127993026,0.9955754,,0.9955754,False
gen_40,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_40.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_40.cif,True,Cs2 Sm1 Er1 O4,Cs-Er-O-Sm,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_40_relaxed.cif,True,-51.56373596191406,True,True,True,TRI2024,True,True,True,4.238726885905378,"[[4.260057053986049, -0.003390951597783308, -0.0005623398195575838], [-0.003390951597783308, 4.2234251012955895, -0.02488589513211779], [-0.0005623398195575838, -0.02488589513211779, 4.232698502434495]]",153.3956915185365,True,12.0,7.761273114094622,0.0005369153859434,0.0005369154,,0.0005369154,False
gen_46,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_46.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_46.cif,True,Tb6 Pr5 Er5,Er-Pr-Tb,16,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_46_relaxed.cif,True,-74.18719482421875,True,True,True,TRI2024,True,True,True,11.536745717218617,"[[11.454997167765352, 0.04791092145887788, 0.012345195691007302], [0.04791092145887788, 11.544845693215859, 0.012566382190115804], [0.012345195691007302, 0.012566382190115804, 11.61039429067463]]",525.9745283927724,True,12.0,0.4632542827813832,0.9735310433222508,0.97353107,,0.97353107,False
gen_48,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_48.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_48.cif,True,Er2 H2 Cl2,Cl-Er-H,6,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_48_relaxed.cif,True,-27.88265609741211,True,True,True,TRI2024,True,True,True,4.27630326993713,"[[4.69872327175392, -0.0006142267540753931, 0.0002801762388799291], [-0.0006142267540753931, 4.69831373290402, 0.0007384591246208446], [0.0002801762388799291, 0.0007384591246208446, 3.4318728051534517]]",116.08172164108794,True,12.0,7.72369673006287,0.0005774224575363,0.00057742244,,0.00057742244,False
gen_55,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_55.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_55.cif,True,Tb4 Tm2 As6,As-Tb-Tm,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_55_relaxed.cif,True,-73.6294174194336,True,True,True,TRI2024,True,True,True,15.101083378422311,"[[15.120998267918617, 0.00890926589397962, 0.01810316659189166], [0.00890926589397962, 15.092214257956861, 9.88684608461311e-05], [0.01810316659189166, 9.88684608461311e-05, 15.09003760939146]]",296.5559682841351,True,12.0,3.1010833784223117,0.3005654440100885,0.30056545,,0.30056545,False
