structure_id,reward_final,source
gen_1,0.9999799728393555,topk
gen_47,0.9923074245452881,topk
gen_56,0.9635854363441467,topk
gen_20,0.885495126247406,topk
gen_29,0.8234158754348755,topk
gen_61,0.8023122549057007,topk
gen_27,0.7848904132843018,topk
gen_49,0.5527585744857788,topk
gen_35,0.11356313526630402,replay
gen_23,0.3325478434562683,replay
gen_7,0.8625047206878662,replay
gen_50,0.3377610743045807,replay
gen_33,0.9860047101974487,replay
gen_18,0.3543972373008728,replay
gen_21,0.970741331577301,replay
gen_1,0.23737159371376038,replay
gen_22,0.947683572769165,replay
gen_35,0.8641894459724426,replay
