structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy,composition_valid,structure_valid,structure_comp_valid,reference_name,is_unique,is_novel,stable,predicted_dielectric_scalar,predicted_tensor,volume,prediction_success,target_dielectric_scalar,abs_error,reward_raw,reward_final,gate_reason,reward_final_diversity,diversity_penalty
gen_0,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_0.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_0.cif,True,Ce2 Al4 Ag3 Ge1,Ag-Al-Ce-Ge,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_0_relaxed.cif,True,-42.85585784912109,True,True,True,TRI2024,True,True,True,14.47300178751543,"[[14.582596029684838, 5.471113790588422e-05, 0.004631767130008486], [5.471113790588422e-05, 14.583714671070618, 0.0005559170528935555], [0.004631767130008486, 0.0005559170528935555, 14.252694661790839]]",207.7718849551096,True,12.0,2.47300178751543,0.4655819129241705,0.46558192,,0.46558192,False
gen_10,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_10.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_10.cif,True,Cs4 K2 Hg2 Bi2,Bi-Cs-Hg-K,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_10_relaxed.cif,True,-17.576236724853516,True,True,True,TRI2024,True,True,True,7.076748936329385,"[[6.381819139930236, 0.00013457608724054668, -0.0005661156670275742], [0.00013457608724054668, 7.3078806963467, 0.002166186737678422], [-0.0005661156670275742, 0.002166186737678422, 7.540546972711224]]",520.2056912455413,True,12.0,4.923251063670615,0.0483252959623435,0.048325296,,0.048325296,False
gen_11,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_11.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_11.cif,True,Tl1 Cd3 In1 Sn4 Hg2,Cd-Hg-In-Sn-Tl,11,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_11_relaxed.cif,True,-23.69436454772949,True,True,True,TRI2024,True,True,True,15.048460345955831,"[[14.571074839956216, 0.03171864704004056, 0.004589562567037061], [0.03171864704004056, 15.103093293404346, -0.004782661640980898], [0.004589562567037061, -0.004782661640980898, 15.471212904506947]]",317.57128787795784,True,12.0,3.0484603459558315,0.3129728572954393,0.31297284,,0.31297284,False
gen_12,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_12.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_12.cif,True,Li1 Er1 Al1 Ir1,Al-Er-Ir-Li,4,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_12_relaxed.cif,True,-21.824153900146484,True,True,True,TRI2024,True,True,True,14.20300910039331,"[[14.218480402531092, 0.022758139356204236, 0.0066768987108085515], [0.022758139356204236, 14.203493098760534, -0.0015786352802196844], [0.0066768987108085515, -0.0015786352802196844, 14.1870537998883]]",69.19181925242806,True,12.0,2.203009100393309,0.5451708010190932,0.5451708,,0.5451708,False
gen_15,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_15.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_15.cif,True,Tb2 Nd1 Y2 Tm2,Nd-Tb-Tm-Y,7,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_15_relaxed.cif,True,-35.656585693359375,True,True,True,TRI2024,True,True,True,11.315207593984452,"[[11.214239906565224, -0.00038921857851101057, -0.0008632944350727485], [-0.00038921857851101057, 11.231701627147073, 0.05320265274278119], [-0.0008632944350727485, 0.05320265274278119, 11.499681248241055]]",224.8028119879864,True,12.0,0.6847924060155481,0.9430673480998591,0.9430674,,0.9430674,False
gen_17,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_17.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_17.cif,True,Dy4 Co2 Ni6,Co-Dy-Ni,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif,True,-71.6713638305664,True,True,True,TRI2024,True,True,True,18.081184495599867,"[[17.553754263223027, 0.010880559878025914, -0.0014002679832856003], [0.010880559878025914, 17.560372095975175, 0.002112903231767789], [-0.0014002679832856003, 0.002112903231767789, 19.129427127601396]]",184.4480579367323,True,12.0,6.081184495599867,0.0098272060833064,0.009827206,,0.009827206,False
gen_2,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_2.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_2.cif,True,Cd7 In2 Cu3,Cd-Cu-In,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_2_relaxed.cif,True,-23.270999908447266,True,True,True,TRI2024,True,True,True,17.874576413512226,"[[17.505659086287544, 0.0010855763686563045, -0.0003439496071874243], [0.0010855763686563045, 18.77805406304654, -0.001609132751448424], [-0.0003439496071874243, -0.001609132751448424, 17.340016091202614]]",252.2342236078221,True,12.0,5.8745764135122265,0.0133821840552494,0.013382184,,0.013382184,False
gen_22,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_22.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_22.cif,True,Yb2 Ru3,Ru-Yb,5,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_22_relaxed.cif,True,-31.05036163330078,True,True,True,TRI2024,True,True,True,16.42878927143011,"[[23.080146880793688, 0.002695490773548592, 0.002080844271787418], [0.002695490773548592, 22.470694354304392, -0.00545421270732592], [0.002080844271787418, -0.00545421270732592, 3.7355265791922494]]",99.78515274670204,True,12.0,4.428789271430109,0.0861408267769254,0.08614083,,0.08614083,False
gen_24,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_24.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_24.cif,True,Cs3 K6 Cd2,Cd-Cs-K,11,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_24_relaxed.cif,True,-11.668697357177734,True,True,True,TRI2024,True,True,True,4.245537525767891,"[[4.619024667058663, 0.0009841077816263994, -0.0018787881646581972], [0.0009841077816263994, 4.161865928244957, -0.09943129416279278], [-0.0018787881646581972, -0.09943129416279278, 3.9557219820000524]]",748.5536996770808,True,12.0,7.754462474232109,0.0005440545540075,0.00054405455,,0.00054405455,False
gen_29,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_29.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_29.cif,True,Ba2 Ca2 Bi2 Pb4,Ba-Bi-Ca-Pb,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_29_relaxed.cif,True,-36.0013313293457,True,True,True,TRI2024,True,True,True,13.2279958539815,"[[14.085759073301345, 1.0293674262040898e-05, -0.0038856720076104988], [1.0293674262040898e-05, 14.192428956777484, 0.00025425166776011846], [-0.0038856720076104988, 0.00025425166776011846, 11.405799531865659]]",377.1838536295741,True,12.0,1.2279958539815006,0.8282032139988298,0.8282032,,0.8282032,False
