structure_id,reward_final,source
gen_17,0.9721986055374146,topk
gen_10,0.94465571641922,topk
gen_58,0.895941972732544,topk
gen_2,0.887769341468811,topk
gen_47,0.49515607953071594,topk
gen_28,0.4760763347148895,topk
gen_44,0.32885828614234924,topk
gen_4,0.29142269492149353,topk
gen_54,0.8263561129570007,replay
gen_18,0.8436003923416138,replay
gen_56,0.548669695854187,replay
gen_44,0.995012104511261,replay
gen_42,0.9630635380744934,replay
gen_4,0.7990254163742065,replay
gen_36,0.7869940400123596,replay
gen_51,0.6042019128799438,replay
gen_2,0.7504093647003174,replay
gen_61,0.9995595812797546,replay
