structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy,composition_valid,structure_valid,structure_comp_valid,reference_name,is_unique,is_novel,stable,predicted_dielectric_scalar,predicted_tensor,volume,prediction_success,target_dielectric_scalar,abs_error,reward_raw,reward_final,gate_reason,reward_final_diversity,diversity_penalty
gen_0,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_0.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_0.cif,True,Y1 Cd6 Pt4,Cd-Pt-Y,11,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_0_relaxed.cif,True,-40.860469818115234,True,True,True,TRI2024,True,True,True,21.989704304486835,"[[21.671308854733425, -0.34009443158873226, 0.5119189993483753], [-0.34009443158873226, 21.900172385529807, 0.7810206224436177], [0.5119189993483753, 0.7810206224436177, 22.397631673197246]]",218.17803864237283,True,12.0,9.989704304486835,3.823768851500848e-06,3.823769e-06,,3.823769e-06,False
gen_1,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_1.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_1.cif,True,Li2 Hg2 Au3,Au-Hg-Li,7,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_1_relaxed.cif,True,-16.324235916137695,True,True,True,TRI2024,True,True,True,17.338800941826822,"[[17.249341243936204, 0.004284325254843698, -0.0063242547709560235], [0.004284325254843698, 16.007194596255754, -0.33550678165640035], [-0.0063242547709560235, -0.33550678165640035, 18.7598669852885]]",128.86668106571537,True,12.0,5.338800941826822,0.0283579054151794,0.028357906,,0.028357906,False
gen_13,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_13.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_13.cif,True,Tb2 Tl2 Br8,Br-Tb-Tl,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_13_relaxed.cif,True,-45.93624877929688,True,True,True,TRI2024,True,True,True,3.4520889128493013,"[[3.554406093807749, -0.00371440532281886, -0.004123097025612097], [-0.00371440532281886, 3.4614682136278008, 5.486896929974007e-06], [-0.004123097025612097, 5.486896929974007e-06, 3.340392431112354]]",538.4935642844843,True,12.0,8.547911087150698,0.0001080033844069,0.00010800338,,0.00010800338,False
gen_14,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_14.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_14.cif,True,Al6 Cu10,Al-Cu,16,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_14_relaxed.cif,True,-66.39036560058594,True,True,True,TRI2024,True,True,True,19.585328225864405,"[[18.535513777266626, 0.0022647874406338613, -0.8618004894377301], [0.0022647874406338613, 20.229736163972344, -0.0004927746383332956], [-0.8618004894377301, -0.0004927746383332956, 19.990734736354238]]",206.61948310429645,True,12.0,7.585328225864405,0.0007524691666276,0.0007524692,,0.0007524692,False
gen_15,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_15.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_15.cif,True,In1 Pb6 Au1,Au-In-Pb,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_15_relaxed.cif,True,-28.040498733520508,True,True,True,TRI2024,True,True,True,23.83448554349213,"[[23.814309914488422, -0.0037664872501271835, -0.0045660160187639375], [-0.0037664872501271835, 23.781966683828912, -0.0034593140586046543], [-0.0045660160187639375, -0.0034593140586046543, 23.90718003215908]]",236.82684051057944,True,12.0,11.834485543492129,2.493780255370511e-08,2.4937803e-08,,2.4937803e-08,False
gen_29,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_29.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_29.cif,True,Cs5 K1,Cs-K,6,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_29_relaxed.cif,True,-5.051313400268555,True,True,True,TRI2024,True,True,True,3.8229381791366728,"[[3.8229545453681193, 3.938829034422369e-06, -1.569784753135251e-05], [3.938829034422369e-06, 3.8229189248377575, 1.0683285125405486e-06], [-1.569784753135251e-05, 1.0683285125405486e-06, 3.8229410672041397]]",616.5836446081842,True,12.0,8.177061820863328,0.0002345029236001,0.00023450292,,0.00023450292,False
gen_31,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_31.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_31.cif,True,Sr3 Zn2,Sr-Zn,5,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_31_relaxed.cif,True,-8.139284133911133,True,True,True,TRI2024,True,True,True,7.767888541382195,"[[8.460372761669811, 0.0012100348929175923, 0.0012632252566263467], [0.0012100348929175923, 7.680586367225061, -0.041003609791454336], [0.0012632252566263467, -0.041003609791454336, 7.162706495251714]]",185.20272541391483,True,12.0,4.232111458617805,0.1065814364248949,0.106581435,,0.106581435,False
gen_34,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_34.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_34.cif,True,Dy4 Ho2 In8,Dy-Ho-In,14,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_34_relaxed.cif,True,-55.05052185058594,True,True,True,TRI2024,True,True,True,15.954123468428373,"[[16.214386925476767, 0.032105727267463906, -0.012973305233932827], [0.032105727267463906, 15.833574608452256, 0.0022652051490174483], [-0.012973305233932827, 0.0022652051490174483, 15.8144088713561]]",370.4961702275265,True,12.0,3.9541234684283726,0.1416513460013269,0.14165135,,0.14165135,False
gen_35,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_35.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_35.cif,True,Sr2 C2 O6,C-O-Sr,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_35_relaxed.cif,True,-74.04582977294922,True,True,True,TRI2024,True,True,True,2.619093459628304,"[[2.3936596444250213, 1.363246833042544e-05, 0.00014259172462298387], [1.363246833042544e-05, 3.0950397985289237, 0.0001798096411667309], [0.00014259172462298387, 0.0001798096411667309, 2.368580935930967]]",137.96302045761172,True,12.0,9.380906540371695,1.6698762553187056e-05,1.6698763e-05,,1.6698763e-05,False
gen_36,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_36.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/input_cifs/gen_36.cif,True,Tb5 Pr3 Tm1,Pr-Tb-Tm,9,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0019/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif,True,-41.76632690429688,True,True,True,TRI2024,True,True,True,12.051220078548107,"[[12.097253289969379, -0.0005514516478141746, -0.00034240759387106016], [-0.0005514516478141746, 12.026303735434846, -0.02670956364606649], [-0.00034240759387106016, -0.02670956364606649, 12.03010321024009]]",299.1891821343943,True,12.0,0.0512200785481073,0.9996721167096696,0.9996721,,0.9996721,False
