guidance_factor,condition,structure_index,formula,chemical_system,predicted_dielectric_scalar,energy_above_hull_per_atom,stable,rmsd_from_relaxation,energy_above_hull,self_consistent_energy_above_hull,is_unique,is_novel,is_explored,composition_valid,structure_valid,structure_comp_valid,abs_error_to_target,signed_error_to_target,squared_error_to_target
0,2,0,CsMn2Se2,Cs-Mn-Se,5.700613351364637,0.1671779541975269,False,0.002053641350497107,0.1671779541975269,0.0357458858727675,True,True,True,False,True,False,3.7006133513646366,3.7006133513646366,13.694539176298207
0,2,1,ErF6Ho,Er-F-Ho,2.0903748692318342,0.06553618053051746,True,0.0012124942267752272,0.06553618053051746,0.06553618053051746,True,False,True,True,True,True,0.09037486923183424,0.09037486923183424,0.00816761698867114
0,2,2,Ca2MoO6Zn,Ca-Mo-O-Zn,5.090141237508804,0.13836289988799066,False,0.0015493928113614885,0.13836289988799066,0.13836289988799066,True,False,True,True,True,True,3.0901412375088038,3.0901412375088038,9.548972867752441
0,2,3,BO12Si5Sr,B-O-Si-Sr,2.44645005722677,0.18215708548226317,False,1.3615128144512561e-15,0.18215708548226317,0.17851534795919477,True,True,True,True,True,True,0.44645005722677,0.44645005722677,0.19931765359778622
0,2,4,Hf2Li4S6,Hf-Li-S,6.617602722851404,0.021581852882372132,True,0.0018329707392075504,0.021581852882372132,0.0,True,False,True,True,True,True,4.617602722851404,4.617602722851404,21.3222549060847
0,2,5,As4Pt2,As-Pt,23.07402181450618,0.06381415338319663,True,0.0007388462376451714,0.06381415338319663,0.0,True,False,True,False,True,False,21.07402181450618,21.07402181450618,444.11439543828243
0,2,6,Ca4In2P4,Ca-In-P,10.094212934682988,0.10463358899935038,False,9.999339377479735e-05,0.10463358899935038,0.08387490429935074,True,True,True,True,True,True,8.094212934682988,8.094212934682988,65.51628303198939
0,2,7,CaCl2,Ca-Cl,2.283644483751084,0.05280203501462566,True,0.0005627207922846682,0.05280203501462566,0.0,True,False,True,True,True,True,0.28364448375108386,0.28364448375108386,0.08045419316241888
0,2,8,C4,C,5.555459915795265,0.13679997195220572,False,0.00024977950073707257,0.13679997195220572,0.12995787048339835,True,False,True,True,True,True,3.5554599157952653,3.5554599157952653,12.641295212826876
0,2,9,Br4F2O2,Br-F-O,2.51280933548789,0.20660875039210724,False,1.0629878166620685e-15,0.20660875039210724,0.20660875039210724,True,True,True,True,True,True,0.5128093354878902,0.5128093354878902,0.2629734145635315
0,2,10,AsCa4I2P,As-Ca-I-P,5.829856235107267,0.0060013723971481525,True,0.0020504347520174195,0.0060013723971481525,0.0060013723971481525,True,False,True,True,True,True,3.8298562351072674,3.8298562351072674,14.667798781590012
0,2,11,HClI2,Cl-H-I,3.577742947087624,0.13743607950221426,False,5.013463351717416e-16,0.13743607950221426,0.13743607950221426,True,True,True,False,True,False,1.577742947087624,1.577742947087624,2.4892728070847414
0,2,12,Ho4LiOS5,Ho-Li-O-S,6.958322869586535,0.18077358090199258,False,0.0017270871081476822,0.18077358090199258,0.18077358090199258,True,True,True,False,True,False,4.958322869586535,4.958322869586535,24.58496567906485
0,2,13,Mg2S2,Mg-S,4.478150029064495,0.10546915148188951,False,0.0016702099423403722,0.10546915148188951,0.0,True,False,True,True,True,True,2.478150029064495,2.478150029064495,6.141227566552358
0,2,14,Ag2CdS4Si,Ag-Cd-S-Si,5.777906845172271,0.01354983040112323,True,0.003074249791189299,0.01354983040112323,0.00969065038705974,True,False,True,True,True,True,3.7779068451722706,3.7779068451722706,14.272580130799499
0,2,15,BaCu4Na3O4,Ba-Cu-Na-O,5.172859374697631,0.13320986034105609,False,1.1152976053503326e-15,0.13320986034105609,0.13320986034105609,True,True,True,False,True,False,3.172859374697631,3.172859374697631,10.067036611606643
0,2,16,Br3,Br,5.193289799123248,0.20305936170963568,False,7.419967475909163e-16,0.20305936170963568,0.15138751347859714,True,True,True,True,True,True,3.1932897991232476,3.1932897991232476,10.19709974118459
0,2,17,N4Nd2Sm2,N-Nd-Sm,9.700718955881865,0.02710353179338476,True,0.0011877646037672582,0.02710353179338476,0.02710353179338476,True,False,True,True,True,True,7.7007189558818645,7.7007189558818645,59.301072437478275
0,2,18,BrCl4O13,Br-Cl-O,2.7613345472238806,0.2700123072203606,False,1.0905103812138059e-15,0.2700123072203606,0.2700123072203606,True,True,True,True,True,True,0.7613345472238806,0.7613345472238806,0.5796302927965913
0,2,19,Ba4O4Sb4,Ba-O-Sb,6.7443116624420325,0.2532333909780151,False,0.0018212676058042743,0.2532333909780151,0.1999837510959317,True,True,True,True,True,True,4.7443116624420325,4.7443116624420325,22.508493150383483
0,2,20,As2Dy2Li2O,As-Dy-Li-O,9.19040741899176,0.07222102266664976,True,0.0008388482673707578,0.07222102266664976,0.07222102266664976,True,True,True,True,True,True,7.190407418991761,7.190407418991761,51.70195885109175
0,2,21,N3O10S3,N-O-S,1.746095628260725,0.19015604306660716,False,2.0318251792648998e-15,0.19015604306660716,0.19015604306660716,True,True,True,False,True,False,0.25390437173927505,-0.25390437173927505,0.06446742998831598
0,2,22,H3O2Pb,H-O-Pb,3.717028016003725,0.20124851446515546,False,1.035221535419152e-15,0.20124851446515546,0.20124851446515546,True,True,True,False,True,False,1.717028016003725,1.717028016003725,2.9481852077416884
0,2,23,Cl2Co2Er2,Cl-Co-Er,8.015147074861789,0.03464000522600941,True,0.0012255620191054311,0.03464000522600941,0.0,True,True,True,True,True,True,6.015147074861789,6.015147074861789,36.18199433221833
0,2,24,F4Mg2,F-Mg,1.7663022299434246,0.19002851654357045,False,0.0005333824300212735,0.19002851654357045,0.0,True,True,True,True,True,True,0.23369777005657544,-0.23369777005657544,0.05461464772941601
0,2,25,Br9FK9Zn,Br-F-K-Zn,2.416724537541663,0.1070804470492619,False,1.6381667280928826e-15,0.1070804470492619,0.1070804470492619,True,True,True,False,True,False,0.41672453754166305,0.41672453754166305,0.17365934018931295
0,2,26,Cu4FLi2O5,Cu-F-Li-O,8.359703184172469,0.18420468347006036,False,1.3312130803472558e-15,0.18420468347006036,0.18420468347006036,True,True,True,True,True,True,6.359703184172469,6.359703184172469,40.44582459077344
0,2,27,Al4CuFGeO8,Al-Cu-F-Ge-O,2.976279312677812,0.23562106748481604,False,1.5863283105036338e-15,0.23562106748481604,0.23562106748481604,True,True,False,True,True,True,0.976279312677812,0.976279312677812,0.953121296362661
0,2,28,H3ClO,Cl-H-O,2.349961243701985,0.017332586144492623,True,0.001255739247524983,0.017332586144492623,0.00016357269287148313,True,False,True,True,True,True,0.3499612437019848,0.3499612437019848,0.12247287209343999
