structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy,composition_valid,structure_valid,structure_comp_valid,reference_name,is_unique,is_novel,stable,predicted_dielectric_scalar,predicted_tensor,volume,prediction_success,target_dielectric_scalar,abs_error,reward_raw,reward_final,gate_reason,reward_final_diversity,diversity_penalty
gen_11,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_11.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_11.cif,True,Na2 Sr1 Bi1 F8,Bi-F-Na-Sr,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_11_relaxed.cif,True,-56.82506561279297,True,True,True,TRI2024,True,True,True,2.407299849270517,"[[2.39558355297046, 0.00018600278633640078, -0.0011913271619572894], [0.00018600278633640078, 2.397444842903579, 0.0011681113329597228], [-0.0011913271619572894, 0.0011681113329597228, 2.428871151937514]]",176.92941577772964,True,12.0,9.592700150729485,1.0104931128425005e-05,1.0104931e-05,,1.0104931e-05,False
gen_15,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_15.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_15.cif,True,Ca2 In4 Ni1,Ca-In-Ni,7,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_15_relaxed.cif,True,-23.075714111328125,True,True,True,TRI2024,True,True,True,14.364845690942508,"[[15.372063527293456, -0.009403597680650551, 0.01919704647833272], [-0.009403597680650551, 13.636793576863145, 0.38783817128090464], [0.01919704647833272, 0.38783817128090464, 14.08567996867092]]",175.1108361132694,True,12.0,2.3648456909425075,0.4970513726441481,0.49705136,,0.49705136,False
gen_17,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_17.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_17.cif,True,Ca6 Sm6 Pt4,Ca-Pt-Sm,16,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif,True,-74.07686614990234,True,True,True,TRI2024,True,True,True,13.808426124627823,"[[13.590760541839431, 0.3603614755328248, -0.21304674623066366], [0.3603614755328248, 15.153800719638603, 0.02141196720252541], [-0.21304674623066366, 0.02141196720252541, 12.680717112405445]]",474.0242930155888,True,12.0,1.8084261246278237,0.6644466891702234,0.6644467,,0.6644467,False
gen_25,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_25.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_25.cif,True,Rb7 Cd8 In5,Cd-In-Rb,20,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_25_relaxed.cif,True,-29.243637084960938,True,True,True,TRI2024,True,True,True,8.55907879969599,"[[10.119767835251785, -0.23994393600046748, -0.3097660208254821], [-0.23994393600046748, 7.663525486869794, 2.6488967066289044], [-0.3097660208254821, 2.6488967066289044, 7.893943076966394]]",746.2644000848809,True,12.0,3.4409212003040093,0.2276394324735896,0.22763944,,0.22763944,False
gen_27,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_27.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_27.cif,True,Ho6 In1 Fe1 Co1,Co-Fe-Ho-In,9,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_27_relaxed.cif,True,-47.39312744140625,True,True,True,TRI2024,True,True,True,16.001064126668712,"[[17.987750927914163, -0.0005166970726296082, 0.0013396637756770066], [-0.0005166970726296082, 15.0184735024571, 0.01614652644016882], [0.0013396637756770066, 0.01614652644016882, 14.99696794963488]]",224.8998171420417,True,12.0,4.001064126668712,0.1351913268140862,0.13519132,,0.13519132,False
gen_28,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_28.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_28.cif,True,La8 In4 Bi2,Bi-In-La,14,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_28_relaxed.cif,True,-66.24506378173828,True,True,True,TRI2024,True,True,True,15.933872488395547,"[[16.003155741411753, -0.04554032323327313, 0.0890152462311084], [-0.04554032323327313, 15.885205409849743, -0.026672495228266428], [0.0890152462311084, -0.026672495228266428, 15.913256313925148]]",481.1611632140824,True,12.0,3.933872488395547,0.1445081900672953,0.14450818,,0.14450818,False
gen_30,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_30.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_30.cif,True,Pr2 Zn2 Cd2 Au4,Au-Cd-Pr-Zn,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_30_relaxed.cif,True,-31.77639389038086,True,True,True,TRI2024,True,True,True,18.97876598241002,"[[13.997471464998418, 7.677646347976422e-05, 0.009458587857093376], [7.677646347976422e-05, 23.753586908430602, -0.005534197634808868], [0.009458587857093376, -0.005534197634808868, 19.18523957380105]]",217.9283745112072,True,12.0,6.978765982410021,0.0022701784694971,0.0022701784,,0.0022701784,False
gen_34,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_34.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_34.cif,True,Li7 Ag12 Hg1,Ag-Hg-Li,20,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_34_relaxed.cif,True,-50.47652053833008,True,True,True,TRI2024,True,True,True,13.195709085691531,"[[12.937655214399944, 0.23348637403769906, 0.33239108501488634], [0.23348637403769906, 13.609785944192604, 0.18774769656297344], [0.33239108501488634, 0.18774769656297344, 13.039686098482038]]",348.0279287365965,True,12.0,1.1957090856915311,0.8363442007888263,0.8363442,,0.8363442,False
gen_35,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_35.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_35.cif,True,Tb7 Sm4 Tm5,Sm-Tb-Tm,16,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_35_relaxed.cif,True,-72.96202850341797,True,True,True,TRI2024,True,True,True,11.203793166114464,"[[11.156041673874373, 0.01945645858752232, -0.043537729813021155], [0.01945645858752232, 11.14039305009254, -0.032293306260904465], [-0.043537729813021155, -0.032293306260904465, 11.314944774376475]]",511.756677572322,True,12.0,0.7962068338855364,0.9238152573249208,0.92381525,,0.92381525,False
gen_36,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_36.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_36.cif,True,Ca1 Yb1 Eu1 Tl1,Ca-Eu-Tl-Yb,4,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif,True,-17.05742645263672,True,True,True,TRI2024,True,True,True,10.68708483439548,"[[10.336723997198273, -0.00017542647489277063, 2.1880429600027437e-05], [-0.00017542647489277063, 10.632702543252856, 2.8488377169912085e-05], [2.1880429600027437e-05, 2.8488377169912085e-05, 11.091827962735305]]",134.49095363563552,True,12.0,1.3129151656045206,0.8061638421682776,0.80616385,,0.80616385,False
