structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy,composition_valid,structure_valid,structure_comp_valid,reference_name,is_unique,is_novel,stable,predicted_dielectric_scalar,predicted_tensor,volume,prediction_success,target_dielectric_scalar,abs_error,reward_raw,reward_final,gate_reason,reward_final_diversity,diversity_penalty
gen_1,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_1.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_1.cif,True,K2 Rb2 Na2 Cd2 Hg4,Cd-Hg-K-Na-Rb,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_1_relaxed.cif,True,-11.824725151062012,True,True,True,TRI2024,True,True,True,6.346124651167258,"[[6.903240020346745, 0.0007780837550103158, -0.0025638250644682173], [0.0007780837550103158, 6.115202907962298, 0.0017615307805690073], [-0.0025638250644682173, 0.0017615307805690073, 6.019931025192731]]",445.41863289726246,True,12.0,5.653875348832742,0.0183929414002925,0.018392941,,0.018392941,False
gen_11,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_11.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_11.cif,True,Dy1 Cd1 In2 Pt4,Cd-Dy-In-Pt,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_11_relaxed.cif,True,-40.19184494018555,True,True,True,TRI2024,True,True,True,26.03676868939154,"[[26.406022294838838, 0.008205530884312978, -0.001971884642310764], [0.008205530884312978, 26.431009334020015, -0.006728214215387513], [-0.001971884642310764, -0.006728214215387513, 25.27327443931576]]",151.42904246853334,True,12.0,14.03676868939154,2.0129003012794538e-11,2.0129003e-11,,2.0129003e-11,False
gen_16,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_16.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_16.cif,True,K1 Tl2 Pd2 Pt2,K-Pd-Pt-Tl,7,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_16_relaxed.cif,True,-29.064720153808597,True,True,True,TRI2024,True,True,True,19.926839443737432,"[[22.529636762833306, -0.007908439268624239, -0.013383465923735991], [-0.007908439268624239, 13.90877035894851, 1.0186598685743131], [-0.013383465923735991, 1.0186598685743131, 23.34211120943047]]",156.23808707945182,True,12.0,7.926839443737432,0.0003880610265256,0.00038806102,,0.00038806102,False
gen_2,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_2.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_2.cif,True,C8,C,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_2_relaxed.cif,True,-73.78052520751953,True,True,True,TRI2024,True,True,True,7.476489874857724,"[[10.695824217928743, 0.0019962651196752897, 0.002771515457433931], [0.0019962651196752897, 10.696604671920776, 0.00230040253836137], [0.002771515457433931, 0.00230040253836137, 1.0370407347236539]]",87.94788014312486,True,12.0,4.523510125142276,0.0774774787573888,0.07747748,,0.07747748,False
gen_23,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_23.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_23.cif,True,Mg1 Zn5 Cu12,Cu-Mg-Zn,18,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_23_relaxed.cif,True,-58.17969512939453,True,True,True,TRI2024,True,True,True,18.9159150322538,"[[19.523365865005694, 0.044759461008300944, -0.015123244075178009], [0.044759461008300944, 18.79416923630834, -0.10822882433445151], [-0.015123244075178009, -0.10822882433445151, 18.43020999544735]]",230.1688029090973,True,12.0,6.915915032253796,0.0025320270495788,0.002532027,,0.002532027,False
gen_3,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_3.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_3.cif,True,Ba4 Ga2 Rh4,Ba-Ga-Rh,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_3_relaxed.cif,True,-47.07381820678711,True,True,True,TRI2024,True,True,True,20.45317431958936,"[[24.087951204534946, -0.0020848926788556636, -0.002495770411852138], [-0.0020848926788556636, 15.204124372010245, 0.012472662565030991], [-0.002495770411852138, 0.012472662565030991, 22.067447382222895]]",258.3603547265357,True,12.0,8.453174319589358,0.0001320909959435,0.000132091,,0.000132091,False
gen_30,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_30.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_30.cif,True,Dy4 Ga1 Hg3,Dy-Ga-Hg,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_30_relaxed.cif,True,-25.892940521240234,True,True,True,TRI2024,True,True,True,12.53674570423023,"[[11.545810001370036, -0.0001048456227856247, 0.0008360352469379881], [-0.0001048456227856247, 13.714555067000965, 0.0004754286580764775], [0.0008360352469379881, 0.0004754286580764775, 12.349872044319692]]",210.29334881081016,True,12.0,0.5367457042302295,0.964628723776248,0.9646287,,0.9646287,False
gen_37,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_37.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_37.cif,True,Zn11 Cu1 Ag7,Ag-Cu-Zn,19,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_37_relaxed.cif,True,-38.32593536376953,True,True,True,TRI2024,True,True,True,15.962344486335397,"[[16.154300664249362, -0.3880460795963696, -0.13019944130429076], [-0.3880460795963696, 15.585855141228782, -0.34719048279197895], [-0.13019944130429076, -0.34719048279197895, 16.14687765352805]]",310.5480210309988,True,12.0,3.9623444863353967,0.1405036617108426,0.14050366,,0.14050366,False
gen_40,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_40.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_40.cif,True,Tb3 Pr2 Sm3 Er2,Er-Pr-Sm-Tb,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_40_relaxed.cif,True,-46.35902404785156,True,True,True,TRI2024,True,True,True,11.642659966439524,"[[11.648328025883012, 0.0005897924177958038, 0.0005140997619117567], [0.0005897924177958038, 11.644716245302712, -0.004917010560228725], [0.0005140997619117567, -0.004917010560228725, 11.63493562813285]]",331.7528870463408,True,12.0,0.3573400335604759,0.9841652220395964,0.98416525,,0.98416525,False
gen_5,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_5.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_5.cif,True,Cs3 Rb3 Re1 F11,Cs-F-Rb-Re,18,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_5_relaxed.cif,True,-84.02082061767578,True,True,True,TRI2024,True,True,True,2.1431921866663486,"[[2.0059286979593365, 0.15709479935559767, -0.08171551076565305], [0.15709479935559767, 2.211695253559205, 0.07774916514036856], [-0.08171551076565305, 0.07774916514036856, 2.211952608480507]]",429.0457318145514,True,12.0,9.856807813333653,5.317099906399101e-06,5.3170997e-06,,5.3170997e-06,False
