structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy,composition_valid,structure_valid,structure_comp_valid,reference_name,is_unique,is_novel,stable,predicted_dielectric_scalar,predicted_tensor,volume,prediction_success,target_dielectric_scalar,abs_error,reward_raw,reward_final,gate_reason
gen_0,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_0.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_0.cif,True,Hf1 Zr1 Tl2,Hf-Tl-Zr,4,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_0_relaxed.cif,True,-23.149635314941406,True,True,True,TRI2024,True,True,True,22.00920953216688,"[[22.01233075512952, -0.00029851216075679884, 0.002459713738092136], [-0.00029851216075679884, 22.004813347362074, 0.008554313202079736], [0.002459713738092136, 0.008554313202079736, 22.010484494009056]]",91.72888715268736,True,12.0,10.00920953216688,3.6417929374499872e-06,3.6417929374499872e-06,
gen_13,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_13.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_13.cif,True,Tm1 Zr2 Fe1,Fe-Tm-Zr,4,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_13_relaxed.cif,True,-30.2579345703125,True,True,True,TRI2024,True,True,True,15.848251589577524,"[[17.727875793236752, -0.006388252496172593, 0.005657365874474737], [-0.006388252496172593, 17.727712431571746, 0.010381642726451142], [0.005657365874474737, 0.010381642726451142, 12.089166543924073]]",83.3222649037774,True,12.0,3.848251589577524,0.1570595828412885,0.1570595828412885,
gen_14,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_14.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_14.cif,True,Tb4 Cu2 Ag4,Ag-Cu-Tb,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_14_relaxed.cif,True,-41.031864166259766,True,True,True,TRI2024,True,True,True,14.597765846160156,"[[15.365824173130536, -0.0039011153433121484, 0.0020329409195019373], [-0.0039011153433121484, 14.156536875727683, 0.32378675188200623], [0.0020329409195019373, 0.32378675188200623, 14.270936489622253]]",222.2594590139344,True,12.0,2.597765846160156,0.4301813461640904,0.4301813461640904,
gen_17,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_17.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_17.cif,True,K1 Ni1 Rh1 F6,F-K-Ni-Rh,9,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif,True,-41.08431243896485,True,True,True,TRI2024,True,True,True,3.0856670511148487,"[[2.251129180547906, 0.0021734799999330186, 0.0013157674218912845], [0.0021734799999330186, 3.50239426661122, 0.00043750824802071673], [0.0013157674218912845, 0.00043750824802071673, 3.5034777061854205]]",147.0314424090289,True,12.0,8.914332948885152,4.853785784205063e-05,4.853785784205063e-05,
gen_25,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_25.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_25.cif,True,Cd17 Hg3,Cd-Hg,20,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_25_relaxed.cif,True,-15.90373420715332,True,True,True,TRI2024,True,True,True,16.480724748478874,"[[16.485863685066796, 0.07199800492079038, 0.06434688068493316], [0.07199800492079038, 16.48214627065794, 0.11054669837667337], [0.06434688068493316, 0.11054669837667337, 16.47416428971188]]",459.01764018642746,True,12.0,4.480724748478874,0.0812997950002343,0.0812997950002343,
gen_26,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_26.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_26.cif,True,Li6 Be2 F10,Be-F-Li,18,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_26_relaxed.cif,True,-92.83612823486328,True,True,True,TRI2024,True,True,True,1.8734689180920023,"[[1.934314756824268, 0.03062936549215488, 0.07808167187696623], [0.03062936549215488, 1.8077887867713183, 0.16412316912937563], [0.07808167187696623, 0.16412316912937563, 1.8783032106804212]]",187.22495436824923,True,12.0,10.126531081908,2.7106313787876373e-06,2.7106313787876373e-06,
gen_3,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_3.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_3.cif,True,Tl11 Bi6 Au3,Au-Bi-Tl,20,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_3_relaxed.cif,True,-59.270050048828125,True,True,True,TRI2024,True,True,True,20.22556648035941,"[[20.58791698193126, 0.21823724406013098, 0.4143390704091981], [0.21823724406013098, 19.343882340462237, -0.07401714165801226], [0.4143390704091981, -0.07401714165801226, 20.744900118684736]]",620.5016331429347,True,12.0,8.225566480359412,0.0002123036513586,0.0002123036513586,
gen_33,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_33.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_33.cif,True,Zr2 Tl3 Te6,Te-Tl-Zr,11,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_33_relaxed.cif,True,-49.32160186767578,True,True,True,TRI2024,True,True,True,11.466885333698173,"[[11.844606616844274, -0.25032031947122235, -0.02505975040051027], [-0.25032031947122235, 11.551425247138479, -0.03342094951765203], [-0.02505975040051027, -0.03342094951765203, 11.004624137111762]]",403.4429146786839,True,12.0,0.5331146663018274,0.9650972496047888,0.9650972496047888,
gen_38,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_38.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_38.cif,True,Li3 Sm2 Au3,Au-Li-Sm,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_38_relaxed.cif,True,-29.783132553100582,True,True,True,TRI2024,True,True,True,11.475958381586636,"[[10.907741057537505, -0.0028199281786783453, 0.005895909945970733], [-0.0028199281786783453, 10.521651336077804, -0.003033027079668778], [0.005895909945970733, -0.003033027079668778, 12.998482751144602]]",167.55514710035544,True,12.0,0.5240416184133636,0.9662550504587925,0.9662550504587925,
gen_4,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_4.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/input_cifs/gen_4.cif,True,La2 Zn1 In5 Pd1,In-La-Pd-Zn,9,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/eval_loop0015_repeat01_20260731_gpu/eval_0000/postprocess/relaxed/relaxed_cifs/gen_4_relaxed.cif,True,-34.36940002441406,True,True,True,TRI2024,True,True,True,16.449916544006264,"[[16.177152982208195, 0.03483467894422038, -0.018671636765513082], [0.03483467894422038, 16.669916162349786, -0.10819752314132447], [-0.018671636765513082, -0.10819752314132447, 16.50268048746081]]",225.0632651247152,True,12.0,4.449916544006264,0.0841445053752255,0.0841445053752255,
