guidance_factor,condition,structure_index,formula,chemical_system,predicted_dielectric_scalar,energy_above_hull_per_atom,stable,rmsd_from_relaxation,energy_above_hull,self_consistent_energy_above_hull,is_unique,is_novel,is_explored,composition_valid,structure_valid,structure_comp_valid,abs_error_to_target,signed_error_to_target,squared_error_to_target
0,2,0,CsMn2Se2,Cs-Mn-Se,5.700613351364637,0.1671779541975269,False,0.0020536413504971,0.1671779541975269,0.0357458858727675,True,True,True,False,True,False,3.7006133513646366,3.7006133513646366,13.694539176298209
0,2,1,ErF6Ho,Er-F-Ho,2.0903748692318342,0.0655361805305174,True,0.0012124942267752,0.0655361805305174,0.0655361805305174,True,False,True,True,True,True,0.0903748692318342,0.0903748692318342,0.0081676169886711
0,2,2,Ca2MoO6Zn,Ca-Mo-O-Zn,5.090141237508804,0.1383628998879906,False,0.0015493928113614,0.1383628998879906,0.1383628998879906,True,False,True,True,True,True,3.090141237508804,3.090141237508804,9.54897286775244
0,2,3,BO12Si5Sr,B-O-Si-Sr,2.44645005722677,0.1821570854822631,False,1.3615128144512561e-15,0.1821570854822631,0.1785153479591947,True,True,True,True,True,True,0.44645005722677,0.44645005722677,0.1993176535977862
0,2,4,Hf2Li4S6,Hf-Li-S,6.617602722851404,0.0215818528823721,True,0.0018329707392075,0.0215818528823721,0.0,True,False,True,True,True,True,4.617602722851404,4.617602722851404,21.3222549060847
0,2,5,As4Pt2,As-Pt,23.07402181450618,0.0638141533831966,True,0.0007388462376451,0.0638141533831966,0.0,True,False,True,False,True,False,21.07402181450618,21.07402181450618,444.1143954382824
0,2,6,Ca4In2P4,Ca-In-P,10.094212934682988,0.1046335889993503,False,9.999339377479736e-05,0.1046335889993503,0.0838749042993507,True,True,True,True,True,True,8.094212934682988,8.094212934682988,65.51628303198939
0,2,7,CaCl2,Ca-Cl,2.283644483751084,0.0528020350146256,True,0.0005627207922846,0.0528020350146256,0.0,True,False,True,True,True,True,0.2836444837510838,0.2836444837510838,0.0804541931624188
0,2,8,C4,C,5.555459915795265,0.1367999719522057,False,0.000249779500737,0.1367999719522057,0.1299578704833983,True,False,True,True,True,True,3.5554599157952653,3.5554599157952653,12.641295212826876
0,2,9,Br4F2O2,Br-F-O,2.51280933548789,0.2066087503921072,False,1.0629878166620685e-15,0.2066087503921072,0.2066087503921072,True,True,True,True,True,True,0.5128093354878902,0.5128093354878902,0.2629734145635315
0,2,10,AsCa4I2P,As-Ca-I-P,5.829856235107267,0.0060013723971481,True,0.0020504347520174,0.0060013723971481,0.0060013723971481,True,False,True,True,True,True,3.8298562351072674,3.8298562351072674,14.667798781590012
0,2,11,HClI2,Cl-H-I,3.577742947087624,0.1374360795022142,False,5.013463351717416e-16,0.1374360795022142,0.1374360795022142,True,True,True,False,True,False,1.577742947087624,1.577742947087624,2.4892728070847414
0,2,12,Ho4LiOS5,Ho-Li-O-S,6.958322869586535,0.1807735809019925,False,0.0017270871081476,0.1807735809019925,0.1807735809019925,True,True,True,False,True,False,4.958322869586535,4.958322869586535,24.58496567906485
0,2,13,Mg2S2,Mg-S,4.478150029064495,0.1054691514818895,False,0.0016702099423403,0.1054691514818895,0.0,True,False,True,True,True,True,2.478150029064495,2.478150029064495,6.141227566552358
0,2,14,Ag2CdS4Si,Ag-Cd-S-Si,5.777906845172271,0.0135498304011232,True,0.0030742497911892,0.0135498304011232,0.0096906503870597,True,False,True,True,True,True,3.777906845172271,3.777906845172271,14.2725801307995
0,2,15,BaCu4Na3O4,Ba-Cu-Na-O,5.172859374697631,0.133209860341056,False,1.1152976053503326e-15,0.133209860341056,0.133209860341056,True,True,True,False,True,False,3.172859374697631,3.172859374697631,10.067036611606644
0,2,16,Br3,Br,5.193289799123248,0.2030593617096356,False,7.419967475909163e-16,0.2030593617096356,0.1513875134785971,True,True,True,True,True,True,3.193289799123248,3.193289799123248,10.19709974118459
0,2,17,N4Nd2Sm2,N-Nd-Sm,9.700718955881865,0.0271035317933847,True,0.0011877646037672,0.0271035317933847,0.0271035317933847,True,False,True,True,True,True,7.700718955881864,7.700718955881864,59.30107243747828
0,2,18,BrCl4O13,Br-Cl-O,2.7613345472238806,0.2700123072203606,False,1.090510381213806e-15,0.2700123072203606,0.2700123072203606,True,True,True,True,True,True,0.7613345472238806,0.7613345472238806,0.5796302927965913
0,2,19,Ba4O4Sb4,Ba-O-Sb,6.7443116624420325,0.2532333909780151,False,0.0018212676058042,0.2532333909780151,0.1999837510959317,True,True,True,True,True,True,4.7443116624420325,4.7443116624420325,22.508493150383483
0,2,20,As2Dy2Li2O,As-Dy-Li-O,9.19040741899176,0.0722210226666497,True,0.0008388482673707,0.0722210226666497,0.0722210226666497,True,True,True,True,True,True,7.190407418991761,7.190407418991761,51.70195885109175
0,2,21,N3O10S3,N-O-S,1.746095628260725,0.1901560430666071,False,2.0318251792649e-15,0.1901560430666071,0.1901560430666071,True,True,True,False,True,False,0.253904371739275,-0.253904371739275,0.0644674299883159
0,2,22,H3O2Pb,H-O-Pb,3.717028016003725,0.2012485144651554,False,1.035221535419152e-15,0.2012485144651554,0.2012485144651554,True,True,True,False,True,False,1.717028016003725,1.717028016003725,2.9481852077416884
0,2,23,Cl2Co2Er2,Cl-Co-Er,8.015147074861789,0.0346400052260094,True,0.0012255620191054,0.0346400052260094,0.0,True,True,True,True,True,True,6.015147074861789,6.015147074861789,36.18199433221833
0,2,24,F4Mg2,F-Mg,1.7663022299434246,0.1900285165435704,False,0.0005333824300212,0.1900285165435704,0.0,True,True,True,True,True,True,0.2336977700565754,-0.2336977700565754,0.054614647729416
0,2,25,Br9FK9Zn,Br-F-K-Zn,2.416724537541663,0.1070804470492619,False,1.6381667280928826e-15,0.1070804470492619,0.1070804470492619,True,True,True,False,True,False,0.416724537541663,0.416724537541663,0.1736593401893129
0,2,26,Cu4FLi2O5,Cu-F-Li-O,8.359703184172469,0.1842046834700603,False,1.3312130803472558e-15,0.1842046834700603,0.1842046834700603,True,True,True,True,True,True,6.359703184172469,6.359703184172469,40.44582459077344
0,2,27,Al4CuFGeO8,Al-Cu-F-Ge-O,2.976279312677812,0.235621067484816,False,1.5863283105036338e-15,0.235621067484816,0.235621067484816,True,True,False,True,True,True,0.976279312677812,0.976279312677812,0.953121296362661
0,2,28,H3ClO,Cl-H-O,2.349961243701985,0.0173325861444926,True,0.0012557392475249,0.0173325861444926,0.0001635726928714,True,False,True,True,True,True,0.3499612437019848,0.3499612437019848,0.1224728720934399
0,2,29,Br4,Br,4.440091947823958,0.0516718482310385,True,0.0007990971135427,0.0516718482310385,0.0,True,True,True,True,True,True,2.4400919478239578,2.4400919478239578,5.954048713835316
0,2,30,Ag2In4S8Sc,Ag-In-S-Sc,9.308301046267044,0.1451074284936826,False,0.0018852124813372,0.1451074284936826,0.1451074284936826,True,True,True,True,True,True,7.308301046267044,7.308301046267044,53.41126418286797
0,2,31,Ba2N6Nb2,Ba-N-Nb,7.509574049491872,0.2016574610330277,False,0.002665295386124,0.2016574610330277,0.1222136067788035,True,True,True,True,True,True,5.509574049491872,5.509574049491872,30.35540620683426
0,2,32,RbTe2,Rb-Te,9.826337724752769,0.1190498767719341,False,0.0006617915379662,0.1190498767719341,0.0,True,False,True,False,True,False,7.826337724752769,7.826337724752769,61.25156218188834
0,2,33,Cs2S5Se2,Cs-S-Se,3.5397219763367733,0.1771943066430017,False,1.171837154427114e-15,0.1771943066430017,0.1771943066430017,True,True,True,True,True,True,1.539721976336773,1.539721976336773,2.37074376441442
0,2,34,HF2K,F-H-K,1.724148838220733,0.0260626283286722,True,0.0016668477343632,0.0260626283286722,0.0,True,False,True,True,True,True,0.2758511617792669,-0.2758511617792669,0.0760938634549713
0,2,35,Er7S12Ti,Er-S-Ti,7.234183046739894,0.1371181371086747,False,4.574644529652409e-05,0.1371181371086747,0.1371181371086747,True,True,True,True,True,True,5.234183046739894,5.234183046739894,27.396672166779325
0,2,36,Cl6Rb2Zr,Cl-Rb-Zr,2.822891865822043,0.0530140474017173,True,0.0019960948717384,0.0530140474017173,0.0,True,False,True,True,True,True,0.8228918658220432,0.8228918658220432,0.6771510228360835
