structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy
gen_0,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_0.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_0.cif,True,Tm4 Ni2 Ru2,Ni-Ru-Tm,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_0_relaxed.cif,True,-51.46437454223633
gen_1,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_1.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_1.cif,True,Tb4 Cd1 In3,Cd-In-Tb,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_1_relaxed.cif,True,-31.198415756225582
gen_10,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_10.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_10.cif,True,Hg3 W2 O9,Hg-O-W,14,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_10_relaxed.cif,True,-76.15078735351562
gen_12,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_12.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_12.cif,True,Tl15 Pd5,Pd-Tl,20,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_12_relaxed.cif,True,-61.74595642089844
gen_13,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_13.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_13.cif,True,Sm4 Ge4 Pd2,Ge-Pd-Sm,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_13_relaxed.cif,True,-56.35750961303711
gen_14,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_14.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_14.cif,True,Cs1 H4 O2 F1,Cs-F-H-O,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_14_relaxed.cif,True,-37.79348373413086
gen_15,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_15.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_15.cif,True,Ho4 Tm13 In3,Ho-In-Tm,20,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_15_relaxed.cif,True,-87.01447296142578
gen_16,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_16.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_16.cif,True,Li1 Er1 Cu1 Au1,Au-Cu-Er-Li,4,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_16_relaxed.cif,True,-15.586200714111328
gen_17,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_17.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_17.cif,True,Li1 Dy1 Y1 Rh1,Dy-Li-Rh-Y,4,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif,True,-22.23137855529785
gen_18,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_18.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_18.cif,True,In4 Pd2 Au2,Au-In-Pd,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_18_relaxed.cif,True,-30.39315414428711
gen_2,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_2.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_2.cif,True,Sr2 La4 Al4,Al-La-Sr,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_2_relaxed.cif,True,-39.42699432373047
gen_20,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_20.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/input_cifs/gen_20.cif,True,Cs3 Lu1 F6,Cs-F-Lu,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0015/postprocess/relaxed/relaxed_cifs/gen_20_relaxed.cif,True,-51.93986511230469
