structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy,composition_valid,structure_valid,structure_comp_valid,reference_name,is_unique,is_novel,stable,predicted_dielectric_scalar,predicted_tensor,volume,prediction_success,target_dielectric_scalar,abs_error,reward_raw,reward_final,gate_reason,reward_final_diversity,diversity_penalty
gen_0,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_0.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_0.cif,True,Tb1 Zn2 Co3,Co-Tb-Zn,6,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_0_relaxed.cif,True,-29.647802352905277,True,True,True,TRI2024,True,True,True,18.91407313504634,"[[18.780061189199444, -0.00023446598058296902, -0.001094913395328138], [-0.00023446598058296902, 19.66348723313608, -1.2939473364063958], [-0.001094913395328138, -1.2939473364063958, 18.298670982803493]]",90.19071121789702,True,12.0,6.9140731350463405,0.0025401023217838,0.0025401022,,0.0025401022,False
gen_20,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_20.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_20.cif,True,Tb6 Mg1 Sc1,Mg-Sc-Tb,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_20_relaxed.cif,True,-35.610843658447266,True,True,True,TRI2024,True,True,True,12.061146953681936,"[[12.055508295478477, 0.05074264861595956, -0.010685728401119816], [0.05074264861595956, 12.110262222006696, 0.0062418847938178175], [-0.010685728401119816, 0.0062418847938178175, 12.017670343560637]]",239.13230718044343,True,12.0,0.061146953681936,0.9995327404566856,0.99953276,,0.99953276,False
gen_21,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_21.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_21.cif,True,Pb4 Cl8,Cl-Pb,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_21_relaxed.cif,True,-43.43003845214844,True,True,True,TRI2024,True,True,True,3.552823569864835,"[[4.060967743242167, -2.4131499554471055e-05, -0.00011871661462145964], [-2.4131499554471055e-05, 4.061040310994767, -2.879979344708193e-05], [-0.00011871661462145964, -2.879979344708193e-05, 2.536462655357571]]",453.1754679172454,True,12.0,8.447176430135166,0.0001337753436066,0.00013377535,,0.00013377535,False
gen_24,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_24.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_24.cif,True,Zn5 Cu2 Pd7,Cu-Pd-Zn,14,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_24_relaxed.cif,True,-56.56715393066406,True,True,True,TRI2024,True,True,True,23.81666582327813,"[[23.765623126139158, -0.28464167036419435, -0.2985811264286147], [-0.28464167036419435, 23.531212608547975, -0.4761351802575619], [-0.2985811264286147, -0.4761351802575619, 24.153161735147254]]",202.2732188892976,True,12.0,11.816665823278129,2.628680072339285e-08,2.62868e-08,,2.62868e-08,False
gen_3,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_3.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_3.cif,True,K2 Ce2 Tm1 S6,Ce-K-S-Tm,11,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_3_relaxed.cif,True,-63.55350112915039,True,True,True,TRI2024,True,True,True,6.411580290522207,"[[7.615377294865678, 0.016654695995904193, 0.04691709528264456], [0.016654695995904193, 7.634634139532514, 0.08094697029479435], [0.04691709528264456, 0.08094697029479435, 3.9847294371684288]]",326.4254435630138,True,12.0,5.588419709477793,0.0201650503015911,0.02016505,,0.02016505,False
gen_31,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_31.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_31.cif,True,Cs4 Na1 Li1 Ag1 Br9,Ag-Br-Cs-Li-Na,16,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_31_relaxed.cif,True,-45.63187026977539,True,True,True,TRI2024,True,True,True,3.023118586179187,"[[2.568660801122503, -0.00016848358531151945, 0.00011518605135597628], [-0.00016848358531151945, 3.246580130821194, 0.000660631111565557], [0.00011518605135597628, 0.000660631111565557, 3.254114826593865]]",677.2778068073517,True,12.0,8.976881413820813,4.220170268606723e-05,4.2201704e-05,,4.2201704e-05,False
gen_34,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_34.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_34.cif,True,K2 Na4 Ag6,Ag-K-Na,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_34_relaxed.cif,True,-24.37364959716797,True,True,True,TRI2024,True,True,True,7.965274789668634,"[[7.702420713806074, 0.01789991708598104, -0.41107821968902236], [0.01789991708598104, 7.677741286183899, -0.22829267975879858], [-0.41107821968902236, -0.22829267975879858, 8.515662369015931]]",307.30507230627575,True,12.0,4.034725210331366,0.1306966956832623,0.1306967,,0.1306967,False
gen_45,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_45.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_45.cif,True,Tl2 Co2 Ag2 Br8,Ag-Br-Co-Tl,14,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_45_relaxed.cif,True,-44.25695037841797,True,True,True,TRI2024,True,True,True,4.244781068373155,"[[4.016574442888364, -0.0005154430778951208, 0.3774666919795907], [-0.0005154430778951208, 4.29917813446355, 0.001023646821533328], [0.3774666919795907, 0.001023646821533328, 4.4185906277675455]]",455.8970032455495,True,12.0,7.755218931626845,0.0005432572546876,0.0005432573,,0.0005432573,False
gen_50,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_50.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_50.cif,True,Ce1 Zr1 Tl2 F10,Ce-F-Tl-Zr,14,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_50_relaxed.cif,True,-82.69696807861328,True,True,True,TRI2024,True,True,True,3.441737082441214,"[[3.4352267433676604, 0.09808084227278059, 0.006867813864492122], [0.09808084227278059, 3.2882110516005745, 0.006957615773398777], [0.006867813864492122, 0.006957615773398777, 3.601773452355405]]",228.0797651499356,True,12.0,8.558262917558785,0.0001056389911193,0.00010563899,,0.00010563899,False
gen_51,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_51.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/input_cifs/gen_51.cif,True,La2 Co4 Si2,Co-La-Si,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0011/postprocess/relaxed/relaxed_cifs/gen_51_relaxed.cif,True,-52.75324249267578,True,True,True,TRI2024,True,True,True,14.007678929932032,"[[14.784251221062114, -0.00018158637768373354, 6.726768146561055e-06], [-0.00018158637768373354, 9.633609904386562, -0.00490356194612781], [6.726768146561055e-06, -0.00490356194612781, 17.605175664347414]]",140.8701854357653,True,12.0,2.007678929932032,0.6042019179259415,0.6042019,,0.6042019,False
