structure_id,cif_path,input_cif_path,raw_valid,formula,chemical_system,num_sites,raw_valid_reason,relaxed_cif_path,relaxation_success,total_energy,composition_valid,structure_valid,structure_comp_valid,reference_name,is_unique,is_novel,stable,predicted_dielectric_scalar,predicted_tensor,volume,prediction_success,target_dielectric_scalar,abs_error,reward_raw,reward_final,gate_reason,reward_final_diversity,diversity_penalty
gen_12,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_12.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_12.cif,True,Li4 Mn3 Cr1 S8,Cr-Li-Mn-S,16,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_12_relaxed.cif,True,-91.85945892333984,True,True,True,TRI2024,True,True,True,8.511380806657948,"[[9.445235149856638, 4.609151296263184e-05, -0.00014457618751698894], [4.609151296263184e-05, 9.444815802866483, -6.857410625031047e-05], [-0.00014457618751698894, -6.857410625031047e-05, 6.6440914672507185]]",252.11807494406384,True,12.0,3.488619193342052,0.2184260021970656,0.218426,,0.218426,False
gen_13,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_13.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_13.cif,True,Sr2 Zn2 Au6,Au-Sr-Zn,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_13_relaxed.cif,True,-30.42327690124512,True,True,True,TRI2024,True,True,True,15.510664381030152,"[[18.818370501973142, 0.0033524998716891042, -0.0031487358310783873], [0.0033524998716891042, 13.908173544717428, 0.8953054302766812], [-0.0031487358310783873, 0.8953054302766812, 13.805449096399888]]",238.1450836715028,True,12.0,3.510664381030152,0.214253464873665,0.21425347,,0.21425347,False
gen_16,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_16.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_16.cif,True,La6 Sm1 In1,In-La-Sm,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_16_relaxed.cif,True,-38.10491943359375,True,True,True,TRI2024,True,True,True,13.47680714514508,"[[13.66217055581254, 3.498145360594338e-05, 0.028232680157959617], [3.498145360594338e-05, 13.358964254018336, 0.0002833251924530938], [0.028232680157959617, 0.0002833251924530938, 13.409286625604366]]",273.561944028739,True,12.0,1.4768071451450808,0.7613821202840347,0.7613821,,0.7613821,False
gen_17,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_17.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_17.cif,True,K2 Er2 Cu2 Te6,Cu-Er-K-Te,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif,True,-49.40187072753906,True,True,True,TRI2024,True,True,True,8.385371730181141,"[[9.408317367600992, -0.0002886855806731155, -9.996555987976008e-05], [-0.0002886855806731155, 7.0966842143194135, 0.16250158042439214], [-9.996555987976008e-05, 0.16250158042439214, 8.651113608623026]]",411.29361196108215,True,12.0,3.6146282698188585,0.1953051266879507,0.19530512,,0.19530512,False
gen_19,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_19.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_19.cif,True,Sc3 Ga3 Au2,Au-Ga-Sc,8,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_19_relaxed.cif,True,-39.53418731689453,True,True,True,TRI2024,True,True,True,19.33618454360468,"[[19.696843137706026, 3.3394840808045426e-06, 1.6960083802119563e-06], [3.3394840808045426e-06, 19.524348253823145, 0.05439269358910632], [1.6960083802119563e-06, 0.05439269358910632, 18.787362239284874]]",151.78020523597093,True,12.0,7.336184543604681,0.0011975823566446,0.0011975823,,0.0011975823,False
gen_2,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_2.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_2.cif,True,Tb3 Pr3 Si1 Sn2,Pr-Si-Sn-Tb,9,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_2_relaxed.cif,True,-47.32975769042969,True,True,True,TRI2024,True,True,True,14.229991813556142,"[[14.794737331602928, 5.035860535615416e-05, 0.00043229346430481307], [5.035860535615416e-05, 13.947911957657025, 2.314312689205613e-05], [0.00043229346430481307, 2.314312689205613e-05, 13.947326151408465]]",264.40789869227217,True,12.0,2.2299918135561416,0.5370801523759033,0.53708017,,0.53708017,False
gen_21,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_21.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_21.cif,True,Tb4 Ag2 Ge4,Ag-Ge-Tb,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_21_relaxed.cif,True,-49.4348258972168,True,True,True,TRI2024,True,True,True,16.90014609452274,"[[13.285550630689572, -0.00024359469140950232, 0.0003269838510516092], [-0.00024359469140950232, 18.709343044449916, 0.0009129574990551893], [0.0003269838510516092, 0.0009129574990551893, 18.70554460842872]]",221.9264764492777,True,12.0,4.900146094522739,0.0497159750247046,0.049715973,,0.049715973,False
gen_25,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_25.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_25.cif,True,Li2 Tb2 Y4 Tl4,Li-Tb-Tl-Y,12,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_25_relaxed.cif,True,-51.764381408691406,True,True,True,TRI2024,True,True,True,11.732356145016448,"[[12.43536709246364, 0.0003213301658621634, 0.0003566404275833354], [0.0003213301658621634, 11.776836872613945, -0.002377270847049604], [0.0003566404275833354, -0.002377270847049604, 10.98486446997175]]",323.9815450619029,True,12.0,0.267643854983552,0.991085814914047,0.9910858,,0.9910858,False
gen_26,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_26.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_26.cif,True,Tb5 Dy5 Rh8,Dy-Rh-Tb,18,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_26_relaxed.cif,True,-118.4788055419922,True,True,True,TRI2024,True,True,True,22.479353820580418,"[[22.794461522803513, -0.001433555585657058, -0.0016000264610877917], [-0.001433555585657058, 22.172024443971953, 0.07129714264855921], [-0.0016000264610877917, 0.07129714264855921, 22.471575494965794]]",407.07293188286826,True,12.0,10.479353820580418,1.0924288236084451e-06,1.0924289e-06,,1.0924289e-06,False
gen_28,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_28.cif,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/input_cifs/gen_28.cif,True,Nd1 Er2 Sc2 In5,Er-In-Nd-Sc,10,,provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0009/postprocess/relaxed/relaxed_cifs/gen_28_relaxed.cif,True,-44.54220962524414,True,True,True,TRI2024,True,True,True,16.246069378063464,"[[16.407959708971372, -9.631554726109057e-06, -0.00023485913467678366], [-9.631554726109057e-06, 16.407955220297627, 0.00015376426734624014], [-0.00023485913467678366, 0.00015376426734624014, 15.922293204921399]]",254.22394940422492,True,12.0,4.246069378063464,0.1050164635484731,0.10501646,,0.10501646,False
