structure_id,reward_final,source
gen_47,0.9803581833839417,topk
gen_9,0.801103949546814,topk
gen_18,0.6280627250671387,topk
gen_35,0.5485506057739258,topk
gen_1,0.5431302785873413,topk
gen_34,0.5165930986404419,topk
gen_19,0.507942795753479,topk
gen_20,0.05130726099014282,topk
gen_32,0.9742620587348938,replay
gen_23,0.3325478434562683,replay
gen_29,0.8234158754348755,replay
gen_31,0.9790254235267639,replay
gen_2,0.6226308345794678,replay
gen_1,0.9999799728393555,replay
gen_21,0.9692606329917908,replay
gen_27,0.17737534642219543,replay
gen_20,0.9995327591896057,replay
gen_17,0.35096946358680725,replay
