structure_id,reward_final,source
gen_28,0.9536669850349426,topk
gen_59,0.4757711887359619,topk
gen_30,0.3756067454814911,topk
gen_4,0.16436898708343506,topk
gen_47,0.1339719295501709,topk
gen_53,0.03779565915465355,topk
gen_36,0.03297140821814537,topk
gen_21,0.011469540186226368,topk
gen_34,0.5165930986404419,replay
gen_12,0.21842600405216217,replay
gen_13,0.9786253571510315,replay
gen_21,0.970741331577301,replay
gen_27,0.7848904132843018,replay
gen_53,0.3559286594390869,replay
gen_54,0.16893936693668365,replay
gen_10,0.8856315016746521,replay
gen_45,0.9985632300376892,replay
gen_61,0.8023122549057007,replay
