structure_id,reward_final,source
gen_2,0.9992254972457886,topk
gen_13,0.9786253571510315,topk
gen_21,0.37427768111228943,topk
gen_57,0.11265344172716141,topk
gen_12,0.018649453297257423,topk
gen_33,0.004839443136006594,topk
gen_14,0.004719970747828484,topk
gen_28,0.0020299633033573627,topk
gen_13,0.3901297450065613,replay
gen_40,0.8180661797523499,replay
gen_27,0.17737534642219543,replay
gen_27,0.7848904132843018,replay
gen_39,0.11206088960170746,replay
gen_3,0.7547581195831299,replay
gen_7,0.8625047206878662,replay
gen_17,0.5482104420661926,replay
gen_50,0.3377610743045807,replay
gen_53,0.3559286594390869,replay
